src,dst,l_A,l_B,l_e,timestamp
80,72,type1,type1,edge4,2004-10-23 21:33:24
46,22,type1,type1,edge3,2004-10-23 21:35:04
115,29,type2,type1,edge1,2004-10-23 21:37:04
13,105,type1,type2,edge2,2004-10-23 21:37:42
3,20,type1,type1,edge1,2004-10-23 21:42:39
178,82,type2,type1,edge1,2004-10-23 21:43:28
46,24,type1,type1,edge2,2004-10-23 21:44:32
46,29,type1,type1,edge1,2004-10-23 21:46:44
8,65,type1,type1,edge1,2004-10-23 21:47:41
5,20,type1,type1,edge1,2004-10-23 21:51:19
80,35,type1,type1,edge1,2004-10-23 21:52:19
80,88,type1,type1,edge1,2004-10-23 21:52:19
239,90,type2,type1,edge2,2004-10-23 21:53:51
86,68,type1,type1,edge2,2004-10-23 21:54:14
20,6,type1,type1,edge1,2004-10-23 21:56:01
29,18,type1,type1,edge1,2004-10-23 21:56:07
46,5,type1,type1,edge1,2004-10-23 21:57:33
15,31,type1,type1,edge1,2004-10-23 21:58:50
46,5,type1,type1,edge2,2004-10-23 21:59:18
18,35,type1,type1,edge2,2004-10-23 21:59:46
94,15,type1,type1,edge1,2004-10-23 22:00:04
94,15,type1,type1,edge2,2004-10-23 22:00:32
69,2,type1,type1,edge1,2004-10-23 22:00:38
69,1,type1,type1,edge1,2004-10-23 22:01:48
178,82,type2,type1,edge2,2004-10-23 22:02:11
35,8,type1,type1,edge2,2004-10-23 22:04:50
8,90,type1,type1,edge1,2004-10-23 22:04:56
57,35,type1,type1,edge2,2004-10-23 22:05:24
27,46,type1,type1,edge2,2004-10-23 22:07:42
46,6,type1,type1,edge1,2004-10-23 22:14:02
80,3,type1,type1,edge2,2004-10-23 22:14:07
46,25,type1,type1,edge1,2004-10-23 22:16:07
46,29,type1,type1,edge2,2004-10-23 22:17:12
35,57,type1,type1,edge1,2004-10-23 22:18:49
135,35,type2,type1,edge2,2004-10-23 22:19:06
25,46,type1,type1,edge2,2004-10-23 22:21:08
3,83,type1,type1,edge2,2004-10-23 22:21:47
8,65,type1,type1,edge1,2004-10-23 22:28:11
80,35,type1,type1,edge1,2004-10-23 22:30:01
80,88,type1,type1,edge1,2004-10-23 22:30:01
90,239,type1,type2,edge1,2004-10-23 22:30:22
25,86,type1,type1,edge4,2004-10-23 22:31:57
13,34,type1,type1,edge1,2004-10-23 22:32:41
57,84,type1,type1,edge1,2004-10-23 22:35:59
57,92,type1,type1,edge1,2004-10-23 22:37:07
68,90,type1,type1,edge1,2004-10-23 22:37:55
57,14,type1,type1,edge1,2004-10-23 22:38:18
68,88,type1,type1,edge1,2004-10-23 22:38:52
13,9,type1,type1,edge1,2004-10-23 22:39:53
68,84,type1,type1,edge2,2004-10-23 22:40:07
13,9,type1,type1,edge4,2004-10-23 22:40:19
136,35,type2,type1,edge1,2004-10-23 22:41:05
187,27,type2,type1,edge2,2004-10-23 22:42:47
27,187,type1,type2,edge2,2004-10-23 22:44:18
68,6,type1,type1,edge2,2004-10-23 22:44:48
75,51,type1,type1,edge1,2004-10-23 22:46:08
57,71,type1,type1,edge1,2004-10-23 22:47:50
75,63,type1,type1,edge2,2004-10-23 22:47:51
27,187,type1,type2,edge2,2004-10-23 22:48:20
75,62,type1,type1,edge1,2004-10-23 22:54:23
106,29,type2,type1,edge2,2004-10-23 22:57:37
90,239,type1,type2,edge2,2004-10-23 23:00:54
47,20,type1,type1,edge1,2004-10-23 23:01:01
68,86,type1,type1,edge2,2004-10-23 23:01:18
47,8,type1,type1,edge1,2004-10-23 23:01:40
22,31,type1,type1,edge2,2004-10-23 23:03:29
47,8,type1,type1,edge3,2004-10-23 23:06:02
29,86,type1,type1,edge2,2004-10-23 23:06:55
57,84,type1,type1,edge2,2004-10-23 23:07:00
36,29,type1,type1,edge2,2004-10-23 23:08:37
43,29,type1,type1,edge1,2004-10-23 23:13:00
43,29,type1,type1,edge1,2004-10-23 23:13:43
31,10,type1,type1,edge3,2004-10-23 23:13:58
13,9,type1,type1,edge4,2004-10-23 23:16:29
44,47,type1,type1,edge1,2004-10-23 23:20:15
82,178,type1,type2,edge1,2004-10-23 23:20:48
82,178,type1,type2,edge1,2004-10-23 23:22:09
31,64,type1,type1,edge1,2004-10-23 23:23:49
75,63,type1,type1,edge1,2004-10-23 23:24:59
51,75,type1,type1,edge2,2004-10-23 23:27:22
29,127,type1,type2,edge1,2004-10-23 23:30:01
49,55,type1,type1,edge4,2004-10-23 23:30:25
29,106,type1,type2,edge1,2004-10-23 23:31:05
97,103,type1,type2,edge1,2004-10-23 23:31:06
29,43,type1,type1,edge1,2004-10-23 23:33:11
96,16,type1,type1,edge1,2004-10-23 23:36:39
106,29,type2,type1,edge1,2004-10-23 23:38:41
68,128,type1,type2,edge1,2004-10-23 23:50:57
96,81,type1,type1,edge3,2004-10-23 23:54:35
90,101,type1,type2,edge2,2004-10-23 23:55:23
31,38,type1,type1,edge1,2004-10-23 23:59:03
72,80,type1,type1,edge1,2004-10-24 00:02:57
80,72,type1,type1,edge2,2004-10-24 00:06:29
9,20,type1,type1,edge1,2004-10-24 00:07:13
12,1,type1,type1,edge2,2004-10-24 00:07:22
20,9,type1,type1,edge2,2004-10-24 00:09:46
36,4,type1,type1,edge2,2004-10-24 00:19:01
80,72,type1,type1,edge3,2004-10-24 00:19:07
49,5,type1,type1,edge2,2004-10-24 00:25:16
36,3,type1,type1,edge3,2004-10-24 00:30:16
97,103,type1,type2,edge1,2004-10-24 00:30:51
97,103,type1,type2,edge1,2004-10-24 00:31:16
73,1,type1,type1,edge1,2004-10-24 00:32:14
50,105,type1,type2,edge3,2004-10-24 00:33:59
86,5,type1,type1,edge2,2004-10-24 00:36:24
36,4,type1,type1,edge3,2004-10-24 00:38:04
50,14,type1,type1,edge1,2004-10-24 00:39:48
85,68,type1,type1,edge2,2004-10-24 00:42:06
132,68,type2,type1,edge2,2004-10-24 00:45:05
75,62,type1,type1,edge1,2004-10-24 00:48:22
62,75,type1,type1,edge2,2004-10-24 00:48:33
49,5,type1,type1,edge4,2004-10-24 00:49:49
47,28,type1,type1,edge1,2004-10-24 00:57:17
86,2,type1,type1,edge2,2004-10-24 00:58:16
86,6,type1,type1,edge1,2004-10-24 01:01:51
29,9,type1,type1,edge2,2004-10-24 01:02:38
47,8,type1,type1,edge1,2004-10-24 01:03:30
29,9,type1,type1,edge1,2004-10-24 01:04:26
29,106,type1,type2,edge1,2004-10-24 01:05:18
68,6,type1,type1,edge2,2004-10-24 01:07:42
70,6,type1,type1,edge1,2004-10-24 01:07:57
213,68,type2,type1,edge1,2004-10-24 01:08:17
68,203,type1,type2,edge2,2004-10-24 01:10:01
103,68,type2,type1,edge2,2004-10-24 01:12:44
47,8,type1,type1,edge1,2004-10-24 01:14:42
26,36,type1,type1,edge1,2004-10-24 01:16:17
68,137,type1,type2,edge1,2004-10-24 01:21:56
47,70,type1,type1,edge1,2004-10-24 01:22:27
96,16,type1,type1,edge3,2004-10-24 01:24:35
105,13,type2,type1,edge2,2004-10-24 01:29:34
75,89,type1,type1,edge2,2004-10-24 01:34:16
68,132,type1,type2,edge1,2004-10-24 01:37:19
68,134,type1,type2,edge1,2004-10-24 01:38:42
134,68,type2,type1,edge1,2004-10-24 01:41:45
86,29,type1,type1,edge1,2004-10-24 01:46:54
70,30,type1,type1,edge1,2004-10-24 01:46:56
97,103,type1,type2,edge4,2004-10-24 01:48:46
68,132,type1,type2,edge2,2004-10-24 01:52:16
29,86,type1,type1,edge1,2004-10-24 01:52:34
57,84,type1,type1,edge1,2004-10-24 01:52:36
24,13,type1,type1,edge1,2004-10-24 01:55:29
96,26,type1,type1,edge2,2004-10-24 02:04:11
96,26,type1,type1,edge2,2004-10-24 02:07:22
14,57,type1,type1,edge1,2004-10-24 02:10:01
68,132,type1,type2,edge2,2004-10-24 02:13:49
70,86,type1,type1,edge2,2004-10-24 02:20:56
13,105,type1,type2,edge1,2004-10-24 02:35:11
13,171,type1,type2,edge1,2004-10-24 02:35:43
136,35,type2,type1,edge2,2004-10-24 02:39:59
85,37,type1,type1,edge1,2004-10-24 02:41:27
49,5,type1,type1,edge1,2004-10-24 02:41:34
85,5,type1,type1,edge4,2004-10-24 02:42:10
35,136,type1,type2,edge1,2004-10-24 02:42:25
35,136,type1,type2,edge1,2004-10-24 02:42:44
35,136,type1,type2,edge1,2004-10-24 02:43:19
156,68,type2,type1,edge2,2004-10-24 02:43:48
13,171,type1,type2,edge1,2004-10-24 02:43:51
70,86,type1,type1,edge2,2004-10-24 02:50:22
68,5,type1,type1,edge1,2004-10-24 02:51:11
57,84,type1,type1,edge1,2004-10-24 02:52:22
57,85,type1,type1,edge1,2004-10-24 02:53:15
35,56,type1,type1,edge2,2004-10-24 02:55:34
57,84,type1,type1,edge1,2004-10-24 02:57:24
35,50,type1,type1,edge1,2004-10-24 02:58:08
29,86,type1,type1,edge1,2004-10-24 02:59:16
57,84,type1,type1,edge1,2004-10-24 02:59:17
35,77,type1,type1,edge1,2004-10-24 02:59:18
60,16,type1,type1,edge2,2004-10-24 02:59:48
68,103,type1,type2,edge1,2004-10-24 02:59:53
68,103,type1,type2,edge1,2004-10-24 03:00:59
26,10,type1,type1,edge4,2004-10-24 03:09:32
86,70,type1,type1,edge1,2004-10-24 03:11:10
16,96,type1,type1,edge1,2004-10-24 03:12:43
19,2,type1,type1,edge1,2004-10-24 03:21:39
86,29,type1,type1,edge1,2004-10-24 03:21:39
84,57,type1,type1,edge1,2004-10-24 03:21:45
6,68,type1,type1,edge2,2004-10-24 03:22:08
19,2,type1,type1,edge1,2004-10-24 03:22:14
86,6,type1,type1,edge1,2004-10-24 03:22:35
16,96,type1,type1,edge1,2004-10-24 03:23:07
19,2,type1,type1,edge1,2004-10-24 03:23:19
88,68,type1,type1,edge3,2004-10-24 03:24:44
69,1,type1,type1,edge4,2004-10-24 03:30:43
136,35,type2,type1,edge1,2004-10-24 03:37:28
84,57,type1,type1,edge2,2004-10-24 03:40:28
86,29,type1,type1,edge2,2004-10-24 03:40:29
68,5,type1,type1,edge1,2004-10-24 03:41:26
106,29,type2,type1,edge1,2004-10-24 03:41:36
65,8,type1,type1,edge2,2004-10-24 03:47:01
7,3,type1,type1,edge2,2004-10-24 03:48:17
75,62,type1,type1,edge1,2004-10-24 03:53:34
75,62,type1,type1,edge1,2004-10-24 03:54:52
7,3,type1,type1,edge3,2004-10-24 04:00:45
85,9,type1,type1,edge3,2004-10-24 04:00:46
68,184,type1,type2,edge2,2004-10-24 04:01:59
65,13,type1,type1,edge1,2004-10-24 04:02:13
72,124,type1,type2,edge1,2004-10-24 04:06:17
26,10,type1,type1,edge2,2004-10-24 04:10:59
43,226,type1,type2,edge1,2004-10-24 04:12:30
69,2,type1,type1,edge1,2004-10-24 04:12:54
43,35,type1,type1,edge1,2004-10-24 04:18:14
43,201,type1,type2,edge2,2004-10-24 04:24:37
43,35,type1,type1,edge1,2004-10-24 04:28:48
43,163,type1,type2,edge2,2004-10-24 04:30:13
75,68,type1,type1,edge2,2004-10-24 04:33:55
75,87,type1,type1,edge1,2004-10-24 04:47:01
124,72,type2,type1,edge1,2004-10-24 04:56:36
27,170,type1,type2,edge1,2004-10-24 05:03:44
27,308,type1,type2,edge1,2004-10-24 05:05:44
170,27,type2,type1,edge1,2004-10-24 05:12:49
226,43,type2,type1,edge2,2004-10-24 05:13:54
4,89,type1,type1,edge2,2004-10-24 05:34:25
5,43,type1,type1,edge2,2004-10-24 05:39:13
57,22,type1,type1,edge1,2004-10-24 05:39:49
22,57,type1,type1,edge1,2004-10-24 05:40:21
22,57,type1,type1,edge2,2004-10-24 05:41:45
96,26,type1,type1,edge2,2004-10-24 05:52:19
5,43,type1,type1,edge1,2004-10-24 06:02:48
86,29,type1,type1,edge3,2004-10-24 06:09:20
84,57,type1,type1,edge3,2004-10-24 06:09:28
8,65,type1,type1,edge2,2004-10-24 06:14:11
29,9,type1,type1,edge1,2004-10-24 06:15:14
43,5,type1,type1,edge1,2004-10-24 06:16:26
29,106,type1,type2,edge1,2004-10-24 06:18:04
86,7,type1,type1,edge2,2004-10-24 06:19:12
86,5,type1,type1,edge2,2004-10-24 06:21:47
43,5,type1,type1,edge1,2004-10-24 06:23:11
86,55,type1,type1,edge2,2004-10-24 06:23:31
43,224,type1,type2,edge1,2004-10-24 06:27:04
86,13,type1,type1,edge1,2004-10-24 06:28:19
86,2,type1,type1,edge1,2004-10-24 06:29:12
43,201,type1,type2,edge1,2004-10-24 06:29:28
57,84,type1,type1,edge1,2004-10-24 06:30:08
86,29,type1,type1,edge4,2004-10-24 06:30:15
84,57,type1,type1,edge4,2004-10-24 06:30:22
90,72,type1,type1,edge2,2004-10-24 06:30:57
83,26,type1,type1,edge1,2004-10-24 06:33:39
68,90,type1,type1,edge1,2004-10-24 06:35:14
43,35,type1,type1,edge1,2004-10-24 06:42:40
86,2,type1,type1,edge3,2004-10-24 06:43:40
86,2,type1,type1,edge1,2004-10-24 06:53:55
132,68,type2,type1,edge1,2004-10-24 07:02:39
43,163,type1,type2,edge2,2004-10-24 07:16:30
74,13,type1,type1,edge1,2004-10-24 07:33:41
90,68,type1,type1,edge1,2004-10-24 07:34:03
50,5,type1,type1,edge1,2004-10-24 07:46:54
50,43,type1,type1,edge1,2004-10-24 07:53:00
224,43,type2,type1,edge1,2004-10-24 08:03:13
18,29,type1,type1,edge1,2004-10-24 08:12:27
50,5,type1,type1,edge3,2004-10-24 09:01:09
82,68,type1,type1,edge2,2004-10-24 09:29:02
179,13,type2,type1,edge1,2004-10-24 09:37:23
89,3,type1,type1,edge1,2004-10-24 09:42:46
31,10,type1,type1,edge2,2004-10-24 09:43:25
20,15,type1,type1,edge1,2004-10-24 09:52:18
35,47,type1,type1,edge2,2004-10-24 09:53:33
44,49,type1,type1,edge1,2004-10-24 09:56:24
35,128,type1,type2,edge3,2004-10-24 09:57:16
171,13,type2,type1,edge1,2004-10-24 10:01:29
44,20,type1,type1,edge2,2004-10-24 10:22:43
4,20,type1,type1,edge1,2004-10-24 10:24:57
68,156,type1,type2,edge3,2004-10-24 10:25:03
36,9,type1,type1,edge2,2004-10-24 10:33:11
82,68,type1,type1,edge2,2004-10-24 10:48:17
72,80,type1,type1,edge3,2004-10-24 10:49:00
15,20,type1,type1,edge2,2004-10-24 10:52:36
45,1,type1,type1,edge2,2004-10-24 10:55:32
72,124,type1,type2,edge1,2004-10-24 10:56:31
14,15,type1,type1,edge1,2004-10-24 11:00:40
14,15,type1,type1,edge2,2004-10-24 11:01:12
44,20,type1,type1,edge1,2004-10-24 11:03:04
128,35,type2,type1,edge1,2004-10-24 11:04:30
59,84,type1,type1,edge2,2004-10-24 11:05:38
4,20,type1,type1,edge2,2004-10-24 11:06:34
44,48,type1,type1,edge1,2004-10-24 11:13:47
4,9,type1,type1,edge1,2004-10-24 11:14:56
44,48,type1,type1,edge1,2004-10-24 11:14:59
31,39,type1,type1,edge1,2004-10-24 11:15:18
1,36,type1,type1,edge3,2004-10-24 11:17:53
73,8,type1,type1,edge2,2004-10-24 11:24:34
45,1,type1,type1,edge1,2004-10-24 11:33:25
1,45,type1,type1,edge1,2004-10-24 11:33:46
15,14,type1,type1,edge2,2004-10-24 11:36:17
80,22,type1,type1,edge2,2004-10-24 11:40:30
9,36,type1,type1,edge3,2004-10-24 11:45:46
45,1,type1,type1,edge1,2004-10-24 11:46:16
44,28,type1,type1,edge1,2004-10-24 11:49:06
15,14,type1,type1,edge2,2004-10-24 11:51:35
72,124,type1,type2,edge1,2004-10-24 11:53:05
287,63,type2,type1,edge4,2004-10-24 11:56:44
1,45,type1,type1,edge1,2004-10-24 11:59:29
1,45,type1,type1,edge1,2004-10-24 12:10:52
12,6,type1,type1,edge1,2004-10-24 12:12:37
29,12,type1,type1,edge2,2004-10-24 12:16:04
8,92,type1,type1,edge2,2004-10-24 12:17:53
12,13,type1,type1,edge2,2004-10-24 12:18:58
13,12,type1,type1,edge2,2004-10-24 12:24:27
8,84,type1,type1,edge2,2004-10-24 12:24:53
49,5,type1,type1,edge1,2004-10-24 12:34:15
49,53,type1,type1,edge1,2004-10-24 12:34:53
49,5,type1,type1,edge4,2004-10-24 12:35:52
40,14,type1,type1,edge1,2004-10-24 12:41:19
85,37,type1,type1,edge1,2004-10-24 12:46:22
35,128,type1,type2,edge1,2004-10-24 12:47:30
35,7,type1,type1,edge4,2004-10-24 12:51:23
128,35,type2,type1,edge1,2004-10-24 12:56:31
18,20,type1,type1,edge1,2004-10-24 12:57:55
44,1,type1,type1,edge1,2004-10-24 12:58:24
35,128,type1,type2,edge2,2004-10-24 13:02:19
28,44,type1,type1,edge2,2004-10-24 13:02:37
2,12,type1,type1,edge1,2004-10-24 13:11:06
35,2,type1,type1,edge1,2004-10-24 13:12:15
35,3,type1,type1,edge1,2004-10-24 13:13:53
35,48,type1,type1,edge1,2004-10-24 13:14:45
29,12,type1,type1,edge1,2004-10-24 13:16:34
1,45,type1,type1,edge1,2004-10-24 13:17:03
73,1,type1,type1,edge1,2004-10-24 13:21:15
13,12,type1,type1,edge1,2004-10-24 13:29:54
8,92,type1,type1,edge1,2004-10-24 13:30:19
128,35,type2,type1,edge1,2004-10-24 13:36:59
20,3,type1,type1,edge1,2004-10-24 13:38:12
18,20,type1,type1,edge1,2004-10-24 13:40:43
4,1,type1,type1,edge1,2004-10-24 13:41:23
73,2,type1,type1,edge1,2004-10-24 13:41:49
85,186,type1,type2,edge1,2004-10-24 13:44:18
85,186,type1,type2,edge1,2004-10-24 13:44:38
39,313,type1,type2,edge2,2004-10-24 13:46:22
76,14,type1,type1,edge2,2004-10-24 13:46:32
49,5,type1,type1,edge1,2004-10-24 13:48:05
49,5,type1,type1,edge4,2004-10-24 13:48:33
94,15,type1,type1,edge2,2004-10-24 13:58:34
9,36,type1,type1,edge1,2004-10-24 14:01:23
31,1,type1,type1,edge1,2004-10-24 14:07:42
26,36,type1,type1,edge1,2004-10-24 14:11:13
31,39,type1,type1,edge2,2004-10-24 14:13:11
18,20,type1,type1,edge1,2004-10-24 14:13:46
60,10,type1,type1,edge4,2004-10-24 14:21:39
12,1,type1,type1,edge1,2004-10-24 14:27:04
29,73,type1,type1,edge1,2004-10-24 14:27:52
12,14,type1,type1,edge1,2004-10-24 14:27:59
78,155,type1,type2,edge2,2004-10-24 14:28:01
12,13,type1,type1,edge1,2004-10-24 14:29:27
36,6,type1,type1,edge2,2004-10-24 14:30:45
80,35,type1,type1,edge1,2004-10-24 14:32:46
80,88,type1,type1,edge1,2004-10-24 14:32:46
39,313,type1,type2,edge3,2004-10-24 14:32:52
73,2,type1,type1,edge1,2004-10-24 14:39:10
39,313,type1,type2,edge1,2004-10-24 14:40:56
46,22,type1,type1,edge3,2004-10-24 14:41:46
38,15,type1,type1,edge1,2004-10-24 14:45:40
73,22,type1,type1,edge1,2004-10-24 14:46:20
73,22,type1,type1,edge1,2004-10-24 14:48:11
4,20,type1,type1,edge1,2004-10-24 14:54:03
73,22,type1,type1,edge1,2004-10-24 14:54:21
73,8,type1,type1,edge2,2004-10-24 14:54:48
19,21,type1,type1,edge1,2004-10-24 14:58:29
28,2,type1,type1,edge1,2004-10-24 14:59:49
2,28,type1,type1,edge1,2004-10-24 15:01:14
73,22,type1,type1,edge1,2004-10-24 15:03:54
46,27,type1,type1,edge2,2004-10-24 15:04:28
84,14,type1,type1,edge1,2004-10-24 15:05:47
46,6,type1,type1,edge1,2004-10-24 15:06:24
1,109,type1,type2,edge1,2004-10-24 15:07:06
73,22,type1,type1,edge1,2004-10-24 15:07:06
1,109,type1,type2,edge1,2004-10-24 15:07:29
1,109,type1,type2,edge2,2004-10-24 15:08:16
22,33,type1,type1,edge1,2004-10-24 15:11:21
38,32,type1,type1,edge2,2004-10-24 15:11:43
38,15,type1,type1,edge1,2004-10-24 15:13:35
73,22,type1,type1,edge1,2004-10-24 15:14:22
94,27,type1,type1,edge2,2004-10-24 15:16:08
31,39,type1,type1,edge1,2004-10-24 15:16:41
63,509,type1,type2,edge2,2004-10-24 15:23:50
15,38,type1,type1,edge1,2004-10-24 15:28:52
38,15,type1,type1,edge2,2004-10-24 15:30:06
31,3,type1,type1,edge1,2004-10-24 15:31:25
38,15,type1,type1,edge2,2004-10-24 15:33:48
29,9,type1,type1,edge2,2004-10-24 15:38:23
22,73,type1,type1,edge1,2004-10-24 15:39:20
39,313,type1,type2,edge1,2004-10-24 15:40:24
35,127,type1,type2,edge2,2004-10-24 15:46:21
31,37,type1,type1,edge1,2004-10-24 15:49:35
8,80,type1,type1,edge2,2004-10-24 15:55:15
44,13,type1,type1,edge1,2004-10-24 15:58:23
77,36,type1,type1,edge4,2004-10-24 16:00:41
31,86,type1,type1,edge1,2004-10-24 16:07:53
85,197,type1,type2,edge1,2004-10-24 16:10:54
39,96,type1,type1,edge4,2004-10-24 16:11:00
31,10,type1,type1,edge3,2004-10-24 16:12:21
69,1,type1,type1,edge2,2004-10-24 16:15:03
73,45,type1,type1,edge1,2004-10-24 16:16:19
75,52,type1,type1,edge1,2004-10-24 16:29:47
1,109,type1,type2,edge1,2004-10-24 16:31:33
186,85,type2,type1,edge2,2004-10-24 16:31:47
77,60,type1,type1,edge2,2004-10-24 16:34:55
35,50,type1,type1,edge2,2004-10-24 16:35:06
13,44,type1,type1,edge1,2004-10-24 16:37:24
39,313,type1,type2,edge2,2004-10-24 16:37:53
35,57,type1,type1,edge1,2004-10-24 16:39:48
90,162,type1,type2,edge2,2004-10-24 16:40:15
90,242,type1,type2,edge2,2004-10-24 16:42:17
63,452,type1,type2,edge4,2004-10-24 16:43:47
90,242,type1,type2,edge1,2004-10-24 16:44:37
60,103,type1,type2,edge1,2004-10-24 16:44:46
71,22,type1,type1,edge3,2004-10-24 16:45:42
90,72,type1,type1,edge1,2004-10-24 16:46:15
9,19,type1,type1,edge3,2004-10-24 16:48:22
92,7,type1,type1,edge1,2004-10-24 16:49:00
90,162,type1,type2,edge2,2004-10-24 16:51:20
32,38,type1,type1,edge2,2004-10-24 16:55:24
92,13,type1,type1,edge4,2004-10-24 16:55:51
32,4,type1,type1,edge1,2004-10-24 16:56:10
57,35,type1,type1,edge3,2004-10-24 16:57:28
509,63,type2,type1,edge1,2004-10-24 16:57:28
13,24,type1,type1,edge4,2004-10-24 16:57:53
22,31,type1,type1,edge2,2004-10-24 17:00:29
8,80,type1,type1,edge1,2004-10-24 17:04:21
63,519,type1,type2,edge1,2004-10-24 17:05:39
94,27,type1,type1,edge1,2004-10-24 17:10:35
22,92,type1,type1,edge1,2004-10-24 17:11:44
32,4,type1,type1,edge2,2004-10-24 17:13:33
53,49,type1,type1,edge2,2004-10-24 17:17:04
32,4,type1,type1,edge2,2004-10-24 17:17:22
69,2,type1,type1,edge1,2004-10-24 17:21:42
72,90,type1,type1,edge1,2004-10-24 17:22:03
6,35,type1,type1,edge1,2004-10-24 17:26:48
69,3,type1,type1,edge4,2004-10-24 17:29:59
90,72,type1,type1,edge4,2004-10-24 17:31:01
35,163,type1,type2,edge2,2004-10-24 17:31:03
13,182,type1,type2,edge1,2004-10-24 17:31:39
70,1,type1,type1,edge2,2004-10-24 17:36:28
84,1,type1,type1,edge1,2004-10-24 17:46:01
60,16,type1,type1,edge2,2004-10-24 17:50:39
72,90,type1,type1,edge2,2004-10-24 17:50:43
90,162,type1,type2,edge2,2004-10-24 17:55:33
1,48,type1,type1,edge1,2004-10-24 17:56:18
48,1,type1,type1,edge3,2004-10-24 17:56:41
97,21,type1,type1,edge3,2004-10-24 18:01:07
4,92,type1,type1,edge3,2004-10-24 18:01:39
16,60,type1,type1,edge2,2004-10-24 18:01:42
29,106,type1,type2,edge2,2004-10-24 18:10:54
83,20,type1,type1,edge2,2004-10-24 18:13:15
97,34,type1,type1,edge1,2004-10-24 18:14:18
69,3,type1,type1,edge3,2004-10-24 18:14:20
29,89,type1,type1,edge1,2004-10-24 18:17:04
22,31,type1,type1,edge2,2004-10-24 18:18:56
46,22,type1,type1,edge1,2004-10-24 18:22:28
97,57,type1,type1,edge2,2004-10-24 18:23:48
49,53,type1,type1,edge1,2004-10-24 18:24:02
49,5,type1,type1,edge1,2004-10-24 18:24:29
53,49,type1,type1,edge2,2004-10-24 18:25:21
4,92,type1,type1,edge2,2004-10-24 18:26:10
4,20,type1,type1,edge1,2004-10-24 18:28:30
2,35,type1,type1,edge4,2004-10-24 18:29:23
22,80,type1,type1,edge2,2004-10-24 18:39:06
2,69,type1,type1,edge1,2004-10-24 18:45:37
4,92,type1,type1,edge1,2004-10-24 18:45:44
29,9,type1,type1,edge1,2004-10-24 18:49:15
69,3,type1,type1,edge4,2004-10-24 18:50:33
90,162,type1,type2,edge1,2004-10-24 18:54:09
42,4,type1,type1,edge1,2004-10-24 19:02:41
10,26,type1,type1,edge1,2004-10-24 19:04:22
44,49,type1,type1,edge1,2004-10-24 19:06:40
35,80,type1,type1,edge1,2004-10-24 19:09:49
88,80,type1,type1,edge1,2004-10-24 19:09:49
74,13,type1,type1,edge1,2004-10-24 19:10:03
83,94,type1,type1,edge1,2004-10-24 19:10:37
35,80,type1,type1,edge1,2004-10-24 19:10:54
88,80,type1,type1,edge1,2004-10-24 19:10:54
42,4,type1,type1,edge1,2004-10-24 19:11:03
15,8,type1,type1,edge1,2004-10-24 19:12:00
20,96,type1,type1,edge2,2004-10-24 19:12:54
44,49,type1,type1,edge2,2004-10-24 19:13:51
36,15,type1,type1,edge2,2004-10-24 19:15:07
46,24,type1,type1,edge1,2004-10-24 19:15:20
96,20,type1,type1,edge1,2004-10-24 19:17:37
66,2,type1,type1,edge2,2004-10-24 19:18:50
69,1,type1,type1,edge2,2004-10-24 19:20:03
14,57,type1,type1,edge2,2004-10-24 19:27:14
78,164,type1,type2,edge1,2004-10-24 19:30:19
78,164,type1,type2,edge1,2004-10-24 19:31:44
4,1,type1,type1,edge1,2004-10-24 19:35:09
38,28,type1,type1,edge1,2004-10-24 19:35:57
78,155,type1,type2,edge1,2004-10-24 19:36:13
78,159,type1,type2,edge1,2004-10-24 19:37:16
50,5,type1,type1,edge1,2004-10-24 19:42:01
50,5,type1,type1,edge1,2004-10-24 19:42:45
50,5,type1,type1,edge1,2004-10-24 19:43:24
70,26,type1,type1,edge1,2004-10-24 19:43:43
162,82,type2,type1,edge1,2004-10-24 19:44:41
96,20,type1,type1,edge2,2004-10-24 19:44:43
38,15,type1,type1,edge1,2004-10-24 19:45:04
70,70,type1,type1,edge2,2004-10-24 19:45:12
88,68,type1,type1,edge1,2004-10-24 19:51:39
15,38,type1,type1,edge1,2004-10-24 19:53:14
29,89,type1,type1,edge1,2004-10-24 19:55:27
29,44,type1,type1,edge1,2004-10-24 19:56:24
78,152,type1,type2,edge1,2004-10-24 19:59:08
24,31,type1,type1,edge1,2004-10-24 20:00:33
78,246,type1,type2,edge4,2004-10-24 20:00:40
27,187,type1,type2,edge1,2004-10-24 20:00:42
70,26,type1,type1,edge1,2004-10-24 20:06:59
70,10,type1,type1,edge1,2004-10-24 20:08:33
70,68,type1,type1,edge2,2004-10-24 20:08:59
80,8,type1,type1,edge1,2004-10-24 20:10:12
6,26,type1,type1,edge4,2004-10-24 20:10:19
85,162,type1,type2,edge1,2004-10-24 20:11:16
85,162,type1,type2,edge1,2004-10-24 20:12:05
29,9,type1,type1,edge2,2004-10-24 20:12:19
47,70,type1,type1,edge2,2004-10-24 20:13:28
15,12,type1,type1,edge1,2004-10-24 20:15:46
11,27,type1,type1,edge2,2004-10-24 20:16:01
155,78,type2,type1,edge4,2004-10-24 20:16:21
29,44,type1,type1,edge1,2004-10-24 20:17:27
11,4,type1,type1,edge1,2004-10-24 20:18:34
29,9,type1,type1,edge1,2004-10-24 20:18:42
29,9,type1,type1,edge2,2004-10-24 20:19:12
